gene_name	exontotal
SNORD68	71
SNORA65	135
SNORD36A	71
SNORD24	74
SNORD18C	66
SNORD18B	69
SNORD18A	69
SNORD16	99
SNORA16A	133
ZFAT-AS1	937
SNORD5	72
SNORA32	120
TTTY3	682
NFKB2	3954
FAM213B	2973
MT1G	393
MT1B	377
MT1A	393
LYSMD4	2966
RNF217	5483
MYRIP	5310
CCR4	1655
CTNNBIP1	2989
LPA	6449
APOBEC3G	1826
IL21R	5083
SLC26A1	4091
RAD52	2661
MOK	3773
DCTN3	977
EDF1	1078
M1AP	2783
CSNK2A2	1646
PTPN6	2535
NOL4	4609
ZMPSTE24	3155
GLS	7387
CEP162	5190
PSMD12	1786
PSMD11	4005
GLUD2	2334
INTU	3259
ZP2	2729
HOXA2	1776
HIVEP2	9714
PAXBP1	4277
ANKHD1-EIF4EBP3	8313
PRPS2	2533
BET1	3057
DSCR4	1095
PRSS16	2853
MT1H	394
KIF20B	6417
HTRA1	2111
KLK6	1704
PDCD7	2846
AKR1E2	1699
VPS13B	14727
GPM6A	4407
IL4I1	2484
CEACAM7	2394
CD86	2914
CALM1	4250
ATP5E	436
ZFHX3	16157
AOX1	4898
UPF1	5321
PRTN3	996
KLK10	3278
NMT1	4872
AMY2B	2230
TM7SF2	1591
PRKCE	5505
FRAT2	2204
ELL2	6034
DPF3	4976
AKR7A3	1234
TIMELESS	5109
POMGNT1	3620
GNB1L	1511
POLQ	8750
SH3RF2	3033
BTNL9	3489
RASGEF1B	2255
MAGI3	7200
APCDD1	2557
CHST13	1781
SNAR-A5	1200
SNAR-C3	118
SNAR-A9	1200
SNAR-A10	1200
SNAR-B1	238
SNAR-B2	238
UQCRB	5217
APOBEC3A_B	1098
LOC101928891	683
TYW5	5362
C15orf40	2649
PDLIM3	3031
RPL27	485
CCT7	2019
YWHAEP1	1824
SLC25A44	3819
HILS1	1048
MIR665	71
MIR187	108
MIR877	595
KRTAP21-1	239
KRTAP21-2	251
KRTAP20-2	197
KRTAP20-1	170
C20orf27	2122
CDC42BPA	10470
MAPK8IP3	5603
ZNF2	4008
NRBF2	1897
FAM19A5	2881
ZNF878	1758
ZNF626	6829
CENPM	1004
ZNF844	2830
PRDX4	914
TTC7A	5750
LOC102467081	547
LINC01096	1748
LOC100129083	726
HEBP1	1204
CHGA	2035
MEOX2-AS1	2096
CYBA	717
TLR3	3036
SERAC1	4270
STRIP1	3435
LOC101059948	489
TMEM165	2071
LOC102724784	969
LOC102724957	468
BMPR1B	5928
GTF3C3	4801
MT1L	423
LYPD5	2807
ISPD	5514
FAM107B	4596
GSDMB	1798
CASR	5133
SLC25A20	1883
BLMH	2525
APOB	14092
F13A1	3848
F11	3263
TFAP2D	2032
KHDRBS2	2291
CACTIN	4123
FBF1	3833
CLDN5	2495
BCL2L13	5503
COMMD2	3701
PCDHA5	5313
LONP2	4327
VPS45	3419
TIAM2	6017
ADCY6	6676
TRIAP1	1180
CHMP5	2062
RTEL1	5162
EXOSC4	892
PCDHB2	2773
PCDHB15	2884
PCDH18	5900
ZNF488	3494
S100Z	1142
ASXL3	7630
ACOT12	1974
IL23R	2803
FAM151A	1973
DBN1	3300
EFCAB3	1741
PSMB9	8265
CT47A3	11610
AK5	4320
HOXC12	847
PGRMC2	3787
BASP1	1960
PCGF3	5654
PGA4	1404
DNTTIP2	2715
SYNE2	22153
CMTM2	1058
LINC01311	1126
CP	5212
LINC00565	2477
LINC00446	602
MINOS1P1	2278
SLC34A3	2290
PFKL	3387
CCR9	2649
PCBP4	2240
OCSTAMP	1955
SLC19A3	3761
PPEF2	3396
GGA2	5956
DIRAS2	4105
MAGEB17	1361
POTEB	3352
CDY1	5334
CNGA3	3840
SNRPB2	1674
ANAPC11	1613
KRTAP4-2	762
SKA1	2911
KRT25	1662
FUK	3883
C1orf87	2016
LMOD2	2146
PCMTD1	4387
KLK5	1695
CDCA7L	2951
PWWP2B	2609
RAB11B	1623
NAT8	1071
HIST1H3F	465
SMPD2	1670
PLD3	2484
PRH2	6939
PSAP	2819
KCNK7	1959
ZNRF2	3455
NF1	13202
CCNYL2	3296
RFC5	2461
ADSL	1550
HIST2H3D	456
PPP6C	4342
BTN2A1	3677
BEAN1	3513
DMXL2	10556
PXK	3205
PCNXL4	3922
IL17RA	8595
FCHSD1	4300
MRPL11	1693
LHX6	4342
FAM9C	1247
SCAF4	4249
ICA1	2667
PTCSC3	1148
FTH1P3	953
SUMO1P1	1208
SNORA5A	133
SNORA48	134
SNORA19	125
SCARNA16	186
SNORA67	136
C1GALT1C1	1901
ABCA13	17122
SAMD9L	7128
NUDT7	1320
AMER2	11738
ZCCHC5	2646
PTPN5	3999
MALAT1	8706
TRAPPC2P1	730
HMGB3P1	887
SDHD	1573
ATP5EP2	367
SMC1A	9904
SLC23A1	2346
SLC7A8	4876
OR2A20P	1858
OR2A9P	1968
TRIM55	2840
OR2L1P	924
LOC407835	1725
OR2M1P	644
LPIN1	6436
OR6W1P	1501
ZNF26	6552
SNORD47	76
FBXL6	1790
C18orf32	1650
ERCC5	4070
AIRE	2285
XDH	5681
ARPC1B	1521
COL4A1	6480
TVP23B	1782
SNX7	1887
DKK1	1801
SIRT3	2895
CNTFR	2100
WIPF1	4702
LEPR	6867
RDH11	2559
CPXCR1	1626
NXF5	2043
KRT84	2064
RECQL	3764
RBMX2	1522
MXRA5	9785
OTUD6B	3430
LDLRAP1	2926
GP6	2258
CUTA	3468
LMBR1L	2327
LINC00476	9166
C1orf53	680
SRRT	2993
ANKRD1	1965
APOBEC3D	2496
NXF2	4756
ELAVL4	2453
NXF3	1875
EGLN1	7092
DMRT1	2217
ATP2B3	6553
SMIM3	2332
RTKN	2835
TLL1	7755
TEC	3602
USO1	4039
WDR11	4705
DBNDD1	2836
CUEDC2	1187
C17orf112	831
LOC100653515	2164
ACE	5193
SLC39A12	2795
SHISA9	9893
ESRRB	3003
SFI1	4358
IGF1R	12214
IFNAR2	3153
PMP2	3562
PMM1	1275
SLC25A10	2010
AATF	2129
C4orf22	939
SLC6A15	7829
LOC389834	8204
LINC00493	490
LOC154761	2524
LINC00844	657
LINC00905	1809
LOC101927987	664
ASTE1	2845
LRRFIP2	3837
TCF7	4177
AQP12A	1080
SERINC1	3118
YIPF2	1494
PCYOX1L	2545
FOXRED2	5059
KRT24	1873
EFHC2	3237
PRRX1	4066
BRD9	2907
TMEM38B	3537
GPR87	1516
DOK4	2741
NPEPPS	4316
DPCD	793
ARHGDIB	1210
ARHGAP5	9597
ARG2	1972
ABCC6	5548
PDE12	3990
ABCC12	5139
XRCC4	1696
MRPS25	4562
POLR1E	1949
ZNF589	3360
ANKRD11	10190
ATPIF1	1923
CDCP1	6258
IL17B	692
IL36A	473
BMP8B	3766
BICD1	3579
HSP90AB1	2882
FAM149A	2690
ATP5L	1387
FBLN1	4837
CEP72	2402
YAE1D1	3368
MYH9	7464
RABAC1	802
SMS	1828
CELF2	9775
SNORD81	42
LINC00523	1625
LINC00515	449
RPL13AP20	659
SPATA20	2757
LOC100129534	2247
NOSTRIN	2798
GABPB1-AS1	4132
MS4A8	1347
SELO	2306
TEX101	1729
SDAD1	3082
COPZ2	910
UQCR10	973
GLRX5	1169
FGR	2758
CLEC4A	1275
NUBPL	3390
DHCR7	2656
N4BP2L2	5291
CREG1	2021
SUCLA2	2153
SUCLG1	1448
ZNF608	5636
GFRA4	1512
TMEM259	2697
METTL18	1473
TPCN1	5320
C1orf159	2094
SERINC4	2523
ARHGAP19	5552
BHLHE22	3396
LOC102724323	461
KIAA1804	5799
KCNH6	4052
KLC4	3262
EIF2B2	1533
GNPAT	2664
SRP68	3041
SLC6A7	3725
ATP6V0E1	878
SH3BP5	3549
SDHB	1137
RBP3	4272
ZBED5	2738
TLR7	4989
TRAPPC1	874
CD46	3379
SCUBE1	3846
IFI35	1243
EPHB2	4853
NSA2	1496
GRIA2	5852
GM2A	3684
TERF2	2973
TDO2	1691
STRN	14092
MFHAS1	5252
GPR50	2018
IL32	1571
PTTG1	1154
BAD	1294
PKN2	6082
POLR2G	829
MRPS35	1889
IKBKE	3452
NCOR1	10089
ELK1	2911
EFNA4	1253
HDAC5	5300
ZKSCAN4	2281
ZNF655	6084
NUDT9	2808
CYP4F12	2070
PALM	2865
HPGD	3020
PHF8	7290
CDKN2B	3982
COL9A1	3971
GAR1	1260
FAIM	1648
C10orf71	5283
DNAJC18	5094
COTL1	1854
ABHD13	5300
WDR73	1834
BACE2	8921
LOC100294362	3696
UBE2I	3375
LOC100289511	1430
CCL15	1076
FRMD7	3190
B3GALTL	4198
HINFP	2406
ZSCAN31	3394
ZBTB41	8464
SLC16A9	3981
IDO2	2283
SASS6	3880
DNAJC21	6195
TNFAIP6	1418
SLC30A10	2888
PRDM5	2464
KIF18B	4274
PLA2G4B	2715
DDX6	6305
SOAT2	2058
RNPEP	2402
C5orf15	2278
PTPN21	6196
PKHD1	17339
PCDHGA4	4883
CEP152	5610
ENY2	2971
ST20-MTHFS	2278
DNAH6	12718
HPCA	1402
ITGA8	6935
BMP8A	5619
SNX12	2671
ZNF85	3605
RNF180	5052
TRAF3	7764
ZNF616	3043
TMEM105	3316
TMEM102	1970
PIGW	2253
EXOC3L1	2483
CCDC60	2436
KCNH7	4315
SULT1A3	2782
HCAR2	2064
SNRPD2	864
ZC3H6	11527
MAGED4B	5368
SULT1A1	2226
OR2K2	950
LRIT1	2297
CDC27	5852
STX10	1386
SF3A3	2819
POLB	1320
POU4F3	1180
TLN1	8377
INHA	1429
IL17A	1856
SLC26A5	2864
POMP	1455
SUV420H1	5814
BRSK1	3062
PAPD4	3542
HHIPL1	3895
GABRA4	11964
SLC18A1	2940
MFAP4	1955
MMP11	2253
MRC2	5962
PTPLAD1	3197
TMEM230	1790
NUDT5	1194
ATXN7L1	7065
CDC37L1	1691
SOBP	6225
ARGLU1	1747
NEFH	3715
RET	6377
NDUFV2	922
HCN1	9661
PCDHGA3	4667
ADCY10	5388
NT5M	1583
MRPS22	1114
PRTFDC1	1975
CNNM4	4793
CCNI	1866
USP29	3602
NAA16	4572
INF2	5546
PPARGC1B	10814
NSMAF	3750
DVL2	3001
TIMM23	1341
RAN	1064
MIR1184-1	294
MIR34B	83
MIR101-2	78
MIR302A	68
MIR200A	89
MIR30C1	88
MIR126	84
LOC100505795	1959
MIR137	101
MIR133A1	87
MIR130A	88
KANSL1-AS1	1040
EIF3J-AS1	1849
LINC00851	724
MIR138-2	83
PSMD1	3300
ZNF890P	1608
FLJ40194	719
USP2-AS1	1152
FLJ30403	1699
LOC340107	2287
LGALS17A	1122
SLC5A6	4062
FIP1L1	2466
TRIM27	12456
SIRT2	2383
THAP4	2311
REPIN1	3347
MIR4301	65
ZNF625-ZNF20	3407
UBL3	4341
MAN1C1	4629
KRT23	2419
ZNF639	3006
KIFAP3	4551
SIRT7	1721
INPP5K	3358
ATP8A2	4969
PRR20D	9220
PTBP2	3472
TMEM70	2188
INTS8	3534
E4F1	2637
ZAP70	2529
CACNG5	921
LRRC39	1935
SYNE3	3258
BAZ1A	5989
ZNF579	2166
HSFY1	4572
MOSPD2	3360
BPTF	11262
FMR1NB	1015
CCDC37	2069
TIPARP	4522
SLAMF6	2738
SLIT2	6369
CSAG3	1690
CRYGB	623
CHRNG	2175
CD83	2515
IQCE	7183
AUNIP	2404
PHC2	4160
GSC	1186
MALT1	5013
IL1RN	2106
UQCRC2	1660
EXO1	3446
ZNRF3	6760
PLCB3	5697
FHL5	2128
THADA	6748
IFNGR1	2113
FAU	570
GPD2	6137
ZFP3	4993
HOXD4	1294
RNASEL	4234
LPHN2	5686
PLCXD1	12258
MANEA	4611
FAM43A	3144
ZFP1	3284
GLI1	3606
CHRNA3	3547
SLC16A1	4663
HR	5497
CCDC7	7775
CSH2	1296
COQ6	1833
IGFBP6	962
IFNW1	1513
RNF24	3552
IFNA16	938
EFNA2	2138
EEF1G	1528
TNFRSF11B	2341
TRIM21	1922
EWSR1	2933
HLF	5595
PECAM1	4451
SLC26A4	4907
PDE6A	5620
EMP1	2799
ADCY10P1	4546
EPHA8	5392
TAF1A	2269
TAF1C	4304
SNORD87	75
SLC25A52	1184
SNORD10	147
SNORD12	89
SLC7A5P1	614
SNORD37	65
SNORD96A	71
SNORD95	62
OR5H15	941
USP48	5161
SDCCAG3	2369
C7orf63	3879
MIR6891	826
STON1-GTF2A1L	4119
MIOX	1427
PITPNA	3629
UBE2S	1187
CARD8	5752
ARFRP1	2666
MLH3	7883
ABCB7	2512
IZUMO3	737
ELMSAN1	8244
DUSP26	1642
TAS2R14	953
SH3BGR	1278
GATA6	3769
HCCS	2386
HBZ	586
KLRC3	1138
PRKCD	2816
GDF2	1953
RAB1A	2637
UPF2	5434
ROPN1	1096
SMG6	7916
CNN2	2451
CCR6	3683
SSH2	9996
CDK18	3258
ZNF547	2770
DNAH17	13642
HMBOX1	3506
AFF1	9687
PFKM	3889
GAREML	5932
GDF5	2328
PRR29	3101
NLGN3	3977
APOA5	1928
RORB	3594
SERPINI1	1980
HIST2H2BF	1065
DFNB31	4149
HAVCR1	1871
VGF	2551
ZNF518B	6933
USP35	4300
NUP133	4144
SMU1	7079
PLXNA2	11411
B4GALT2	2416
ANKS3	2935
MAPKBP1	7218
EIF3L	2078
MYO18A	7541
PKP2	4425
WNT6	1696
OVOL1	3018
YBX1	1538
TMEM126A	813
LRRC8C	7204
C2orf16	6200
NBPF3	4400
KIFC3	3687
PLIN2	2091
ARL1	3204
PALM2	9550
NWD1	8382
MIR1282	100
MIR1281	53
MIR4486	62
LOC100505666	1831
MIR4476	69
TMPRSS11GP	337
RGPD2	10956
ANXA6	3088
PSMB4	918
PSMD10	1569
TIAF1	2088
PSMB3	790
KCNA1	7981
CD52	503
JAK3	5410
SGCD	10135
SCNN1B	2584
HDAC3	1930
GS1-259H13.2	1115
CLTB	1760
SCCPDH	2463
ZNF331	6063
CREB3L2	7624
NELL2	4211
PFKFB3	4847
TBC1D24	6587
PNPLA6	4991
NIT1	3188
TSSK4	1319
PMF1	1228
OR4D1	932
OR2F1	1088
OR2C1	1035
OR2B6	941
OR2A5	935
OR1Q1	944
OR1N1	935
CCDC109B	1266
MED9	2220
STX17	6900
GPATCH1	3342
KDM4A	4487
UBL4A	2378
KMT2E	6836
ZMYM4	6964
PCNT	10513
MPLKIP	939
RBM48	1712
WDR54	1109
SNX22	3654
CST9L	955
CSPP1	5179
MIR4327	84
MIR4326	58
MIR4325	89
GABRA2	3247
PDCD2L	1150
UBTD2	3012
TTC30A	4668
CHMP7	3399
PCTP	2284
LOC101928694	2217
SQRDL	2167
NLRC4	3507
AMIGO1	2469
BET1L	3009
NDST3	5933
RHD	2996
RFX7	7186
RIPPLY1	1182
HS2ST1	7258
NEDD1	4082
POU1F1	1334
GPRC5A	2847
GFM1	3449
ATHL1	3254
CLIP3	3614
KLHL20	3452
LRRC6	1974
LOC101927795	873
LOC101927701	722
EPC1	4964
SMAD1-AS2	1121
COL1A1	5876
MFAP1	2054
ALOX5AP	1264
TNFRSF14	1698
CDS2	9310
ADAM7	3374
ADAM9	4076
ZNF207	2311
HTN3	572
ABCA9	6262
SERPINB12	1211
GATA5	2588
AQP10	1785
HPS6	2671
HHIPL2	2565
CCDC142	4330
ISOC2	1163
CDKN2D	1421
ITPK1	4973
OPA3	9560
KAL1	6300
KLHDC10	6428
ATG2A	6332
SIRPG	1710
ERMAP	3488
RHOXF2B	2610
FAM156B	3392
RBFOX2	7314
RHBDD2	1873
TSGA10IP	1718
AMPD3	5640
LGALS9C	1708
FAM24B	768
ARID2	8445
DCP1B	2083
CCNE2	2714
SLC25A46	2318
CCDC126	2469
L3MBTL3	4192
PLIN4	6347
MAP9	7317
LINC00623	9967
DPP6	6741
CATSPER3	1359
TCEA2	2351
AMIGO3	2971
CIZ1	3840
SLC25A14	1731
RNASE2	733
ST3GAL1	7284
RNASE1	967
ST6GAL1	4723
MDS2	1020
LINC00240	974
LINC00588	1871
LINC00488	2521
MYCNOS	1903
SMAD5-AS1	1807
RNF150	4654
CGN	5080
CITED4	1290
GPA33	2786
TMEM115	2093
KLRG1	1783
FAR1	5263
RABL2A	2369
CASC4	3975
SLC30A4	4275
XKR3	1677
DHFRL1	4161
TMEM52	953
WDR44	4126
PRM3	396
PLCD4	3221
TM2D3	1401
FCN3	1024
PALB2	4045
VPS37B	2745
ZNF354B	2192
IPO4	3590
SPAG11B	2108
RPUSD1	2044
FAM207A	875
KLF14	1478
MAGEE2	2256
MAGEC3	2884
ROPN1L	1073
LOC392452	669
PSMA5	3855
RABIF	3225
PEMT	1254
RIPK2	2574
RAB6C	3076
PLEKHH1	6511
RNF25	1551
NOC3L	3415
CSNK1A1	2784
FCF1	2397
NPHS1	4995
SOX4	4877
SOX2	2511
GEMIN5	5376
FAM196A	4401
ACADVL	2498
ACADS	1907
EXOSC8	1400
ITGA1	4767
NUCB2	1598
RRP9	1567
STX2	3454
FIGNL1	3970
MIR2116	79
ARPC3	946
MIR320C2	49
MIR1538	60
TAL1	5094
GPR107	8321
BTK	3074
MIR509-3	224
MIR216A	109
MIR933	76
MIR215	109
ZNF300	3316
CTSH	1473
POLR2I	866
AURKA	2536
SCHIP1	2975
PRSS3	1222
C5orf63	6318
RGPD8	7276
CPB1	1449
C10orf105	4931
ZBTB20	4668
MIR492	115
MIR202	109
MIR146B	72
TENC1	5168
LOC641515	2804
RPL23AP53	5784
POM121L9P	5217
KGFLP1	2221
LINC00489	540
GGT8P	2482
ACPP	3807
PDCD1LG2	2411
BTBD1	3282
SETD8	2743
PDSS2	3544
RNF139-AS1	5818
VIM-AS1	1987
LINC00703	2594
C12orf57	540
OR2H1	13059
JPH2	5934
ZNF442	2819
PLA2G12A	5231
GOPC	4618
LYRM4	2344
INTS12	1744
MIR4723	80
MIR4520B	53
MIR4722	59
MIR4721	88
MIR4720	75
MIR4719	83
HAT1	1659
MRPL24	921
PRKAG2	3966
IGSF8	2326
VKORC1	995
ZNF496	2419
ENPP5	3873
PKDCC	2494
PLCB1	7174
SP100	7618
FOXD4L3	2217
MVB12A	1184
ZNRD1	7739
PANX2	4173
LTA4H	2426
SLC22A14	1967
ADARB1	9618
RINL	3048
CAPNS1	1467
SNN	3291
B3GALT4	8425
SPCS2	2703
TRAPPC6A	805
NAALADL2	4898
MMP21	1907
PPP3R2	3386
RHOV	1702
HELQ	3574
PLA2G4D	3564
CBR4	3496
CHST6	6882
KCNN2	3011
FXYD2	662
JAKMIP1	3285
CCDC13	2814
THBS2	5858
NTF3	1395
BCO2	2989
MAP2K7	3361
TRIL	5053
IMMP1L	788
DENND1B	10908
TSPEAR	4016
SLFNL1	2149
ALG14	1053
PUS7	3466
RBFOX1	5395
LYN	4145
LPAR1	3163
MARS	2894
IL10RB	1954
PLK4	3978
SHPK	3831
SLC25A31	1806
GTF2IRD1	3502
OBFC1	6471
SCD5	4288
NCOA5	3199
EPG5	12654
CKMT2	1635
CLCN6	5685
SNORD66	75
APOO	1120
MIR26B	76
C10orf128	2043
LINC01003	1421
FCRLB	1988
RAP2C	4189
TTC9B	840
ZNF583	2660
KCNA3	9023
CCAT2	1751
LINC00709	711
PLEKHS1	4364
DYNLL2	1519
PLIN1	2955
TUB	6588
DCUN1D2	3022
SVOPL	1803
PRR4	560
PTPN13	8529
DSTN	1741
RIN2	4495
ZNF486	3893
TRIM41	4111
POFUT1	6127
BAGE5	1746
IFIH1	3584
DNAJC5B	1374
XYLT2	3590
XYLT1	9324
LARP7	2632
GPR33	1075
TUBB3	2001
SH2D7	1886
PTP4A2	3923
GGACT	2899
TRABD2B	7022
GPAA1	2055
DEFA1	1485
SAAL1	1519
HABP4	2657
AVPR1A	7829
ALDH9A1	2489
KDM3B	6789
VSIG2	1114
LOC100131626	568
IKZF5	4815
LOC102467214	829
LOC101928248	1209
MSTO1	2788
SLC26A11	3035
SCAPER	5001
CLDN22	2707
LOC388849	627
SYNPO2	14035
NACC1	4494
QKI	24258
THTPA	2679
AIFM3	2506
ZNF384	3500
GCAT	1820
MCU	3648
HULC	483
MYADML	2156
NRCAM	6652
HSD17B4	2913
PVRIG2P	1259
SRSF8	4346
C11orf45	3861
MTO1	3105
LAMTOR3	4273
FAM124B	2591
DBNDD2	2269
BEX1	859
HIST1H4J	355
SERF1A	4586
CLMP	2623
EAPP	1342
LDOC1L	5322
POLR1D	3015
FAM26E	3537
GSTT1	1055
ZNF148	9534
POLM	2858
GYS2	3116
DOCK1	6808
BIN3-IT1	1838
SGK1	3948
STEAP3	4345
TP53BP2	4770
NOS2	4179
HIST2H2AA3	1066
CSH1	913
BMPR2	12057
ARSB	6710
ARG1	1488
AR	10829
ACYP1	682
CPA2	1318
KRT31	1588
LYPLA1	2780
CFDP1	1272
GAPDHS	1481
MLYCD	2190
RAD54L	3192
PSMB2	4838
PSMC3	1568
ATOX1	485
HNRNPA1	1914
UTF1	1155
CD47	5335
STX7	4260
CD9	1306
EEA1	7974
SMAD5	7088
OR10C1	4655
ZC3H3	3265
PITX3	1384
PLK1	2159
PIP4K2A	3823
LAYN	2764
FAM173B	2959
CLU	3292
TMEM134	1110
SEMA4F	6093
RPS13	523
OXTR	4356
SPRR2C	676
NUDT16P1	2362
TCAM1P	3311
MMP23A	1800
LRRC37A4P	15585
TNPO3	4549
FXYD6-FXYD2	1222
DGUOK	1137
ASGR2	1535
TTL	5156
OBSCN	28510
LCE5A	817
LCE3C	424
LCE3B	287
SF3B4	1987
DENND4A	7305
CST2	691
HPVC1	1197
ABCB9	3895
EMBP1	4223
RNF4	3664
FTSJ2	1598
SPTLC3	3833
ATAD3A	2790
DTNBP1	2548
SULT1C4	1657
CNPY3	1759
NAPSA	1383
JMJD7-PLA2G4B	3342
LY6K	1954
TFF3	1051
DIP2C	7859
ECHDC1	2384
KIF1B	15968
TEX2	5257
KAT6B	8481
FCGR3B	2732
KTN1	4867
RGS1	1398
RGR	1468
CCND2	6517
PDE8A	4071
SH2D3A	2346
SPRY3	18072
COL4A3BP	5599
AGAP11	3143
GLTSCR1L	6503
ATL3	7489
TMEM131	6601
TSPAN1	1620
NPM1	1768
DNPH1	904
BGLAP	541
PMEPA1	5510
SSPN	4723
TXNL4B	2883
C2orf74	971
NPTN	2445
CXorf58	1538
GJB1	1730
MIR17	83
MIR16-1	88
MIR378D2	97
MIR550A3	94
SERPINB10	1187
HEATR5A	7807
CBX8	1541
TWSG1	3751
SEPHS2	2350
LOC643355	3033
TMTC3	7189
ZSCAN22	4640
ZNF283	2558
FBXO34	3591
TAS1R3	2553
SNX5	2529
SLC2A4RG	2271
DNMBP	6383
CALML5	875
SIX4	6272
DEC1	1243
IL1RAPL2	2974
KCNJ15	3671
MIS12	2842
TSTA3	1347
PHLDA2	918
HSP90B1	2844
WDR83OS	857
GMIP	3520
LY6G5B	5397
SCAND1	1507
SLC2A6	2536
ATP6AP2	2027
FLJ22184	4692
TAGLN	1552
MTRNR2L10	1120
GNL3	2124
IRGM	1657
SH2B1	5116
ZNF736	2093
ADAL	4929
CERKL	3274
IFITM10	3706
ZFAND1	2303
POM121L8P	7705
SMLR1	2512
LINC00244	610
LOC100130264	1781
DYDC2	2457
PRAMEF7	4662
IGSF9B	4738
GPR27	1127
WDR5B	4182
DDX49	1823
AQP4	5212
PLEKHA3	2461
LAGE3	946
TUFM	2061
RALGDS	4414
VDAC2	2095
HMG20A	3874
FAM219B	3545
ACTR3B	2205
SHANK2-AS3	1680
CUL4B	5664
MMS19	3753
SPACA5	1454
ATAD1	3024
WFDC9	654
PEX16	1897
GLIS3	7755
SNX31	2441
PSME3	3790
KLHL23	4071
SEPT10	3245
CYP2G1P	2506
LOC100287944	565
LOC100289495	3906
LOC400558	1323
MIR550B2	96
MIR3654	54
METTL21EP	2308
FLJ38576	2458
LOC646719	5333
CTBP1	2473
MIR4725	89
CYMP	1232
LOC100507547	9216
POU6F2-AS1	376
DPPA5	657
AK6	1297
PDE4C	5793
ICAM5	2991
VIMP	1992
PDP1	4449
DCAF6	3597
PAG1	10734
DOK5	1825
UTP6	2046
COG5	7531
MYADML2	2449
ITGAV	7179
FCRL1	3148
ATXN7	7509
HEIH	1664
LINC00035	469
LOC101927468	1404
OCM	692
FAM127A	1242
MTRNR2L9	526
TSPAN6	4475
ZNF816	2752
GNPNAT1	3922
SLC10A6	1496
FAAH2	2001
ZMYM6	5128
CSF2RB	4832
ZNF233	2822
RHCG	1969
SLC39A6	3669
MIR144	85
MIR193A	87
MIR190A	84
MIR188	85
MIR186	85
PWRN1	1429
MIR154	83
MIR125B2	88
MIR9-3	89
ZNF443	2660
ST3GAL5	2440
CLEC7A	2725
HIBCH	1925
ATP6V0D2	2362
ACOT7	2377
NSL1	13213
LOC728819	1169
CLDND1	2536
MCHR2	2377
PLA1A	1906
PXYLP1	3544
ACOT9	1711
FUBP3	3138
CAP1	2760
SEC23A	3821
MAP3K7	5150
TAF2	4994
TSR3	1198
DNM3	8129
AUTS2	6986
POLG	4425
COG6	6984
EME1	2345
MARC2	1565
ZNF446	1967
CMTM3	2588
SMURF1	5744
SUCO	6084
MXD1	5610
UBE2H	5154
NDC1	4807
LINC01150	1199
LOC101927917	2017
FAM208A	8746
NPY2R	3624
PPT1	2495
PKLR	3152
CYR61	2288
IGFBP4	2232
IGBP1	1653
KRTAP8-1	555
TXLNA	4785
MAK	3964
SNCAIP	3628
NPAT	5918
BRCA1	7338
RNFT1	2007
LDOC1	1468
KLK9	1433
GP1BB	956
CYBB	4305
GNRHR	5834
CTSK	1802
KIRREL2	2978
LMTK3	4956
TAS2R40	971
TAS2R39	1016
PAMR1	3682
MNT	4836
GKN1	814
C8orf44	1882
HNRNPH2	2390
SEH1L	3497
SLC25A28	1551
SLIRP	530
QTRT1	1324
PLIN5	2433
TTC39C	6241
C7orf72	1395
NR1D2	5488
CCDC169	1530
SKIL	8821
GRB7	2683
GPR31	959
MCHR1	2421
LPAR4	2827
UBE2D4	3975
KCNG2	1399
KCNE1L	1464
KCND2	5327
IL36RN	2795
HYPM	500
DNAJB5	2984
LAMP5	2036
TCN2	2063
FTH1P18	912
MARCKSL1	1560
OR10V2P	769
OR7E2P	1023
OR7E14P	1158
PDZRN3	4151
ZNF426	2296
NLGN1	4940
CRTC3	5236
PBOV1	2500
RPUSD4	2505
AMPD1	2390
KLHL5	7972
PAQR5	5568
A2ML1	5326
TRHDE	5533
MAP3K14	4469
CPNE6	2397
MC4R	1437
MAT2A	2997
C17orf80	4080
NR5A1	3088
MTOR	8667
FAM71C	1865
OACYLP	526
M6PR	2559
USP17L22	3184
DIAPH3-AS1	974
DDX11L9	1667
PRC1-AS1	1524
MIR4789	81
MIR4787	83
MIR4786	79
MIR2467	80
MIR1245B	67
MIR4785	72
LINC00462	1020
MIR4718	50
MIR4717	71
MIR3529	77
MACROD2	5087
MIR4283-1	158
NSUN4	5792
C10orf32-ASMT	2716
PRR14L	10819
UNC5CL	3119
HIGD2A	609
SESN2	3518
RNF5	7917
ARC	2945
CNP	5218
ZIC5	4595
POLE	7956
IL20RA	3914
RHBDL1	1455
PDHA2	1386
PGGT1B	2718
SLC35B1	1602
LRRC17	2265
ZNF560	2792
ZNF417	4700
PROCA1	1243
DTX3	2225
LINC01011	4109
GK3P	2231
LINC00526	1305
CCT8L2	2052
NSG1	2800
UQCRQ	1582
FBXL19	3884
TTTY9B	3264
HCG4	10538
MAFG	5250
MAFK	3347
DOCK7	7947
STIL	5252
NET1	4323
MIR7107	79
MST4	3324
ZNF697	5077
LRRN3	3723
C1orf116	5498
RBFOX3	2975
JMJD7	1414
LOC100192426	612
FLJ41941	2377
SYTL3	2878
ANXA8L1	2201
NPY4R	1953
HJURP	3180
LOC93622	1666
TAPBP	20381
NCKAP1	4983
MFAP3	5343
TMEM185B	5937
PFKP	2944
MON1B	3326
