gene_name	transcript_id	halflife	FPKM
C3orf36	NM_025041	N.D.	0
C3orf37	NM_020187	8.13 	16.1078
C3orf37	NM_001006109	8.13 	16.1078
C3orf38	NM_173824	2.25 	7.43785
C3orf45	NM_153215	7.20 	0.120393
C3orf52	NM_024616	2.82 	0.852864
C3orf58	NM_173552	2.20 	5.53391
C3orf62	NM_198562	2.56 	0.775779
C3orf67	NM_198463	N.D.	0.256813
C3orf70	NM_001025266	N.D.	1.37502
C4BPA	NM_000715	N.D.	0
C4BPB	NM_001017365	11.00 	0
C4BPB	NM_001017367	11.00 	0
C4BPB	NM_001017366	11.00 	0
C4BPB	NM_000716	11.00 	0
C4BPB	NM_001017364	11.00 	0
C4orf17	NM_032149	N.D.	0
C4orf19	NM_018302	3.23 	0.034531
C4orf21	NM_018392	3.03 	0.174478
C4orf22	NM_152770	N.D.	0.0816937
C4orf26	NM_178497	N.D.	0
C4orf27	NM_017867	2.90 	10.5841
C4orf29	NM_001039717	3.13 	1.14073
C4orf3	NM_001001701	>24	30.4108
C4orf32	NM_152400	3.23 	1.62107
C4orf33	NM_173487	6.71 	1.98539
C4orf36	NM_144645	8.90 	0.878496
C4orf40	NM_214711	N.D.	0
C4orf45	NM_152543	3.51 	0
C4orf46	NM_001008393	2.90 	4.05164
C4orf6	NM_005750	N.D.	0
C5	NM_001735	N.D.	0.375728
C5AR1	NM_001736	3.03 	0.636972
C5orf15	NM_020199	6.24 	25.6467
C5orf20	NM_130848	N.D.	0
C5orf22	NM_018356	7.00 	5.85793
C5orf24	NM_152409	3.33 	10.4055
C5orf28	NM_022483	2.53 	6.30576
C5orf30	NM_033211	2.22 	6.47748
C5orf34	NM_198566	2.35 	0.570952
C5orf38	NM_178569	N.D.	8.62356
C5orf4	NM_032385	2.27 	6.70305
C5orf42	NM_023073	3.28 	1.18339
C5orf45	NM_001017987	3.13 	2.69284
C5orf45	NM_016175	3.13 	2.69284
C5orf46	NM_206966	N.D.	5.27468
C5orf48	NM_207408	N.D.	0
C5orf51	NM_175921	5.39 	10.2432
C5orf54	NM_022090	2.33 	1.28487
C5orf64	NM_173667	N.D.	0
C6	NM_000065	N.D.	0
C6orf1	NM_001008704	6.64 	37.602
C6orf1	NM_178508	6.64 	37.602
C6orf1	NM_001008703	6.64 	37.602
C6orf106	NM_022758	4.89 	22.6581
C6orf106	NM_024294	4.89 	22.6581
C6orf118	NM_144980	N.D.	0
C6orf120	NM_001029863	3.51 	10.4571
C6orf15	NM_014070	N.D.	0
C6orf15	NM_014070	N.D.	0
C6orf15	NM_014070	N.D.	0
C6orf15	NM_014070	N.D.	0
C6orf15	NM_014070	N.D.	0
C6orf15	NM_014070	N.D.	0
C6orf163	NM_001010868	2.15 	0.0466052
C6orf165	NM_001031743	N.D.	0.0522725
C6orf170	NM_152730	2.50 	0.635252
C6orf195	NM_152554	2.33 	0
C6orf203	NM_016487	2.20 	10.3279
C6orf211	NM_024573	6.50 	10.8644
C6orf222	NM_001010903	N.D.	0
C6orf223	NM_153246	4.14 	0.0123413
C6orf226	NM_001008739	3.03 	6.22705
C6orf57	NM_145267	2.50 	8.82881
C6orf58	NM_001010905	N.D.	0
C6orf62	NM_030939	3.33 	45.8133
C6orf70	NM_018341	2.56 	6.27282
C6orf89	NM_152734	8.00 	17.6652
C7	NM_000587	N.D.	0.00773075
C7orf10	NM_024728	2.82 	8.27149
C7orf25	NM_024054	2.60 	8.92276
C7orf26	NM_024067	3.51 	9.94304
C7orf29	NM_138434	3.23 	0.0546458
C7orf31	NM_138811	N.D.	0.795315
C7orf33	NM_145304	N.D.	0
C7orf34	NM_178829	N.D.	0.0611788
C7orf41	NM_152793	N.D.	3.31427
C7orf43	NM_018275	2.50 	6.13434
C7orf45	NM_145268	N.D.	0
C7orf49	NM_024033	2.78 	12.4028
C7orf50	NM_032350	3.33 	47.2358
C7orf53	NM_182597	3.13 	0.38962
C7orf55	NM_197964	2.86 	3.43386
C7orf60	NM_152556	2.22 	4.41539
C7orf61	NM_001004323	N.D.	0.228285
C7orf62	NM_152706	N.D.	0
C7orf63	NM_001039706	N.D.	0.448002
C7orf66	NM_001024607	N.D.	0
C7orf69	NM_025031	N.D.	2.77936
C8A	NM_000562	N.D.	0
C8B	NM_000066	N.D.	0
C8G	NM_000606	N.D.	0.365144
C8orf22	NM_001007176	5.12 	0
C8orf31	NM_173687	3.17 	0.920927
C8orf33	NM_023080	9.18 	11.3005
C8orf34	NM_052958	N.D.	0.431555
C8orf37	NM_177965	3.23 	0.569675
C8orf4	NM_020130	2.67 	13.6848
C8orf40	NM_138436	3.33 	17.0123
C8orf42	NM_175075	N.D.	2.42628
C8orf44	NM_019607	N.D.	0.846706
C8orf46	NM_152765	N.D.	0.0708744
C8orf47	NM_173549	N.D.	0.526501
C8orf58	NM_001013842	2.50 	9.90384
C8orf74	NM_001040032	3.51 	0
C8orf76	NM_032847	3.08 	11.1894
C8orf82	NM_001001795	8.00 	15.4388
C8orf86	NM_207412	N.D.	0.0279971
C9	NM_001737	N.D.	0
C9orf106	NM_001012715	N.D.	0.18144
C9orf114	NM_016390	3.64 	5.06424
C9orf116	NM_144654	16.29 	2.68438
C9orf116	NM_001048265	16.29 	2.68438
C9orf117	NM_001012502	3.23 	0.111253
C9orf123	NM_033428	>24	8.06399
C9orf131	NM_001040412	N.D.	0.0114099
C9orf131	NM_001040411	N.D.	0.0114099
C9orf131	NM_203299	N.D.	0.0114099
C9orf131	NM_001040410	N.D.	0.0114099
C9orf135	NM_001010940	N.D.	0.0914562
C9orf139	NM_207511	N.D.	0
C9orf142	NM_183241	11.33 	11.8888
C9orf152	NM_001012993	N.D.	0.0452645
C9orf153	NM_001010907	2.11 	0
C9orf156	NM_016481	3.13 	5.75564
C9orf16	NM_024112	15.00 	42.015
C9orf163	NM_152571	N.D.	0.129701
C9orf170	NM_001001709	N.D.	0.0499443
C9orf171	NM_207417	N.D.	0
C9orf173	NM_001004353	N.D.	0.0906963
C9orf174	NM_020893	2.41 	0.190695
C9orf24	NM_147168	N.D.	0
C9orf24	NM_032596	N.D.	0
C9orf24	NM_147169	N.D.	0
C9orf3	NM_032823	2.63 	9.16582
C9orf37	NM_032937	3.39 	5.22872
C9orf40	NM_017998	3.33 	3.21561
C9orf41	NM_152420	3.64 	2.55269
C9orf43	NM_152786	N.D.	0.0451288
C9orf47	NM_001001938	2.78 	0.0351098
C9orf50	NM_199350	N.D.	0.224108
C9orf64	NM_032307	4.52 	5.74875
C9orf66	NM_152569	N.D.	0.0378184
C9orf72	NM_018325	2.67 	0.824844
C9orf72	NM_145005	2.67 	0.824844
C9orf78	NM_016520	9.17 	24.7916
C9orf84	NM_173521	N.D.	0.00555052
C9orf85	NM_182505	2.63 	4.5428
C9orf89	NM_032310	6.00 	19.5217
C9orf9	NM_018956	2.38 	2.07395
C9orf91	NM_153045	6.00 	4.95748
C9orf96	NM_153710	2.33 	0.0139186
CA1	NM_001738	N.D.	0
CA10	NM_020178	N.D.	0
CA11	NM_001217	15.43 	2.84326
CA12	NM_001218	6.00 	7.03699
CA12	NM_206925	6.00 	7.03699
CA13	NM_198584	7.33 	0.419224
CA14	NM_012113	N.D.	0.0221499
CA2	NM_000067	N.D.	0
CA3	NM_005181	N.D.	0.0186375
CA4	NM_000717	N.D.	0
CA5A	NM_001739	N.D.	0
CA5B	NM_007220	3.51 	1.26731
CA6	NM_001215	N.D.	0
CA7	NM_001014435	N.D.	0
CA7	NM_005182	N.D.	0
CA8	NM_004056	N.D.	0.100437
CA9	NM_001216	>24	0.0285439
CAAP1	NM_024828	2.90 	5.62439
CAB39	NM_016289	3.70 	14.3875
CAB39L	NM_030925	9.26 	4.78069
CABIN1	NM_012295	3.51 	6.50601
CABLES1	NM_138375	4.43 	3.32083
CABLES2	NM_031215	3.64 	2.33422
CABP1	NM_001033677	N.D.	0.0672694
CABP1	NM_031205	N.D.	0.0672694
CABP1	NM_004276	N.D.	0.0672694
CABP2	NM_016366	N.D.	0
CABP4	NM_145200	N.D.	0.00758017
CABP5	NM_019855	N.D.	0
CABP7	NM_182527	N.D.	0.031419
CABS1	NM_033122	N.D.	0
CABYR	NM_138644	2.53 	3.23184
CABYR	NM_153768	2.53 	3.23184
CABYR	NM_153769	2.53 	3.23184
CABYR	NM_012189	2.53 	3.23184
CABYR	NM_153770	2.53 	3.23184
CABYR	NM_138643	2.53 	3.23184
CACFD1	NM_017586	2.90 	5.85208
CACHD1	NM_020925	2.99 	2.77989
CACNA1A	NM_023035	N.D.	0.916589
CACNA1A	NM_000068	N.D.	0.916589
CACNA1B	NM_000718	N.D.	0.0077694
CACNA1C	NM_000719	N.D.	2.74727
CACNA1D	NM_000720	2.50 	0.0826967
CACNA1E	NM_000721	N.D.	0.00217818
CACNA1F	NM_005183	N.D.	0
CACNA1G	NM_198380	N.D.	0.0158763
CACNA1G	NM_198386	N.D.	0.0158763
CACNA1G	NM_198385	N.D.	0.0158763
CACNA1G	NM_198384	N.D.	0.0158763
CACNA1G	NM_198396	N.D.	0.0158763
CACNA1G	NM_198376	N.D.	0.0158763
CACNA1G	NM_198379	N.D.	0.0158763
CACNA1G	NM_198378	N.D.	0.0158763
CACNA1G	NM_198377	N.D.	0.0158763
CACNA1G	NM_198388	N.D.	0.0158763
CACNA1G	NM_018896	N.D.	0.0158763
CACNA1G	NM_198382	N.D.	0.0158763
CACNA1G	NM_198387	N.D.	0.0158763
CACNA1G	NM_198383	N.D.	0.0158763
CACNA1H	NM_001005407	3.57 	0.361023
CACNA1H	NM_021098	3.57 	0.361023
CACNA1I	NM_001003406	N.D.	0
CACNA1I	NM_021096	N.D.	0
CACNA1S	NM_000069	N.D.	0
CACNA2D1	NM_000722	3.03 	2.14094
CACNA2D2	NM_001005505	N.D.	0.063631
CACNA2D2	NM_006030	N.D.	0.063631
CACNA2D3	NM_018398	2.60 	0.27129
CACNA2D4	NM_172364	N.D.	0.0583762
CACNB1	NM_199248	2.67 	2.88143
CACNB1	NM_000723	2.67 	2.88143
CACNB1	NM_199247	2.67 	2.88143
CACNB2	NM_201572	2.44 	0.0457807
CACNB2	NM_201596	2.44 	0.0457807
CACNB2	NM_000724	2.44 	0.0457807
CACNB2	NM_201571	2.44 	0.0457807
CACNB2	NM_201593	2.44 	0.0457807
CACNB2	NM_201597	2.44 	0.0457807
CACNB2	NM_201590	2.44 	0.0457807
CACNB2	NM_201570	2.44 	0.0457807
CACNB3	NM_000725	6.43 	10.826
CACNB4	NM_001005747	2.30 	0.0100809
CACNB4	NM_001005746	2.30 	0.0100809
CACNB4	NM_000726	2.30 	0.0100809
CACNG1	NM_000727	N.D.	0
CACNG2	NM_006078	N.D.	0
CACNG3	NM_006539	N.D.	0
CACNG4	NM_014405	N.D.	0.0114211
CACNG5	NM_145811	N.D.	0
CACNG6	NM_145815	N.D.	0.0510564
CACNG6	NM_031897	N.D.	0.0510564
CACNG6	NM_145814	N.D.	0.0510564
CACNG7	NM_031896	N.D.	0.0220126
CACNG8	NM_031895	N.D.	0.0111788
CACUL1	NM_153810	6.67 	6.43935
CACYBP	NM_001007214	11.00 	6.20437
CACYBP	NM_014412	11.00 	6.20437
CAD	NM_004341	5.09 	7.69146
CADM1	NM_014333	9.41 	17.6417
CADM2	NM_153184	N.D.	0.0057965
CADM3	NM_021189	N.D.	0.0220842
CADM4	NM_145296	4.00 	1.07926
CADPS	NM_003716	N.D.	0.00609822
CADPS	NM_183393	N.D.	0.00609822
CADPS	NM_183394	N.D.	0.00609822
CADPS2	NM_017954	3.33 	0.191189
CADPS2	NM_001009571	3.33 	0.191189
CAGE1	NM_205864	>24	0
CALB1	NM_004929	N.D.	0.0112309
CALB2	NM_001740	N.D.	1.05593
CALB2	NM_007088	N.D.	1.05593
CALCA	NM_001741	N.D.	0
CALCA	NM_001033953	N.D.	0
CALCA	NM_001033952	N.D.	0
CALCB	NM_000728	N.D.	0
CALCOCO1	NM_020898	8.25 	49.3512
CALCOCO2	NM_005831	7.30 	19.3088
CALCR	NM_001742	N.D.	0
CALCRL	NM_005795	N.D.	0.270166
CALD1	NM_033138	6.00 	352.606
CALD1	NM_033157	6.00 	352.606
CALD1	NM_033139	6.00 	352.606
CALD1	NM_004342	6.00 	352.606
CALD1	NM_033140	6.00 	352.606
CALHM1	NM_001001412	N.D.	0.0257902
CALHM2	NM_015916	3.51 	29.8686
CALM1	NM_006888	10.10 	54.8771
CALM2	NM_001743	9.18 	322.372
CALM3	NM_005184	8.73 	145.244
CALML3	NM_005185	N.D.	0
CALML4	NM_001031733	2.63 	0.944526
CALML4	NM_033429	2.63 	0.944526
CALML5	NM_017422	N.D.	0
CALML6	NM_138705	N.D.	0.500433
CALN1	NM_001017440	N.D.	0.00673666
CALN1	NM_031468	N.D.	0.00673666
CALR	NM_004343	>24	528.066
CALR3	NM_145046	N.D.	0
CALU	NM_001219	14.91 	180.206
CALY	NM_015722	N.D.	0.44376
CAMK1	NM_003656	3.08 	9.25242
CAMK1D	NM_153498	2.74 	0.774925
CAMK1D	NM_020397	2.74 	0.774925
CAMK1G	NM_020439	N.D.	0.060762
CAMK2A	NM_015981	N.D.	0.0527772
CAMK2A	NM_171825	N.D.	0.0527772
CAMK2B	NM_001220	N.D.	0
CAMK2B	NM_172080	N.D.	0
CAMK2B	NM_172082	N.D.	0
CAMK2B	NM_172083	N.D.	0
CAMK2B	NM_172078	N.D.	0
CAMK2B	NM_172084	N.D.	0
CAMK2B	NM_172081	N.D.	0
CAMK2B	NM_172079	N.D.	0
CAMK2D	NM_001221	5.52 	20.0665
CAMK2D	NM_172127	5.52 	20.0665
CAMK2D	NM_172128	5.52 	20.0665
CAMK2D	NM_172115	5.52 	20.0665
CAMK2G	NM_172173	3.70 	12.0488
CAMK2G	NM_172169	3.70 	12.0488
CAMK2G	NM_172171	3.70 	12.0488
CAMK2G	NM_172170	3.70 	12.0488
CAMK2G	NM_001222	3.70 	12.0488
CAMK2N1	NM_018584	N.D.	91.9051
CAMK2N2	NM_033259	N.D.	0.994783
CAMK4	NM_001744	3.28 	0.157471
CAMKK1	NM_032294	2.67 	2.84009
CAMKK1	NM_172207	2.67 	2.84009
CAMKK1	NM_172206	2.67 	2.84009
CAMKK2	NM_172216	5.89 	9.77973
CAMKK2	NM_172226	5.89 	9.77973
CAMKK2	NM_153499	5.89 	9.77973
CAMKK2	NM_172214	5.89 	9.77973
CAMKK2	NM_172215	5.89 	9.77973
CAMKK2	NM_153500	5.89 	9.77973
CAMKK2	NM_006549	5.89 	9.77973
CAMKMT	NM_024766	2.47 	1.48333
CAMKV	NM_024046	N.D.	0
CAMLG	NM_001745	2.63 	19.0673
CAMP	NM_004345	N.D.	0
CAMSAP1	NM_015447	5.48 	2.91705
CAMSAP2	NM_203459	3.85 	6.1555
CAMTA1	NM_015215	2.74 	34.5313
CAMTA2	NM_015099	3.85 	15.4459
CAND1	NM_018448	8.34 	24.09
CAND2	NM_012298	3.39 	1.23792
CANT1	NM_138793	3.17 	21.6065
CANX	NM_001024649	>24	149.561
CANX	NM_001746	>24	149.561
CAP1	NM_006367	16.85 	111.183
CAP2	NM_006366	4.67 	24.3619
CAPG	NM_001747	>24	23.022
CAPN1	NM_005186	>24	66.0524
CAPN10	NM_023083	2.94 	5.85012
CAPN10	NM_023085	2.94 	5.85012
CAPN11	NM_007058	N.D.	0
CAPN12	NM_144691	8.92 	0.303496
CAPN13	NM_144575	N.D.	0
CAPN2	NM_001748	17.50 	111.764
CAPN3	NM_173088	N.D.	1.96387
CAPN3	NM_000070	N.D.	1.96387
CAPN3	NM_173090	N.D.	1.96387
CAPN3	NM_024344	N.D.	1.96387
CAPN3	NM_173089	N.D.	1.96387
CAPN3	NM_173087	N.D.	1.96387
CAPN5	NM_004055	N.D.	5.1292
CAPN6	NM_014289	N.D.	0.0097012
CAPN7	NM_014296	7.58 	6.4399
CAPN9	NM_006615	N.D.	0.01367
CAPN9	NM_016452	N.D.	0.01367
CAPNS1	NM_001749	>24	240.933
CAPNS1	NM_001003962	>24	240.933
CAPNS2	NM_032330	N.D.	0.0779775
CAPRIN1	NM_203364	8.39 	42.7198
CAPRIN1	NM_005898	8.39 	42.7198
CAPRIN2	NM_001002259	2.27 	3.07991
CAPRIN2	NM_032156	2.27 	3.07991
CAPRIN2	NM_023925	2.27 	3.07991
CAPS	NM_080590	N.D.	2.30978
CAPS	NM_004058	N.D.	2.30978
CAPS2	NM_032606	N.D.	0.0618302
CAPSL	NM_001042625	N.D.	0.113688
CAPSL	NM_144647	N.D.	0.113688
CAPZA1	NM_006135	11.69 	45.5351
CAPZA2	NM_006136	9.18 	41.1108
CAPZA3	NM_033328	N.D.	0
CAPZB	NM_004930	19.33 	169.437
CARD10	NM_014550	5.16 	0.883892
CARD11	NM_032415	N.D.	0
CARD14	NM_052819	3.03 	0.140785
CARD14	NM_024110	3.03 	0.140785
CARD16	NM_052889	>24	2.94912
CARD16	NM_001017534	>24	2.94912
CARD17	NM_001007232	N.D.	0.587644
CARD18	NM_021571	N.D.	0
CARD6	NM_032587	3.77 	0.456171
CARD8	NM_014959	2.53 	3.01857
CARD9	NM_052813	2.38 	5.38266
CARHSP1	NM_014316	3.57 	15.6443
CARHSP1	NM_001042476	3.57 	15.6443
CARKD	NM_018210	2.78 	15.6766
CARM1	NM_199141	11.67 	30.3143
CARS	NM_139273	3.77 	45.2888
CARS	NM_001751	3.77 	45.2888
CARS	NM_001014437	3.77 	45.2888
CARS2	NM_024537	3.64 	41.9018
CASC1	NM_018272	N.D.	0.0800727
CASC3	NM_007359	5.88 	19.0235
CASC4	NM_177974	20.82 	34.5875
CASC4	NM_138423	20.82 	34.5875
CASC5	NM_170589	3.64 	0.246242
CASC5	NM_144508	3.64 	0.246242
CASD1	NM_022900	2.78 	3.45229
CASK	NM_003688	8.00 	3.28659
CASKIN1	NM_020764	6.29 	0.0570643
CASKIN2	NM_020753	4.63 	6.48693
CASP1	NM_033292	N.D.	11.2284
CASP1	NM_033295	N.D.	11.2284
CASP1	NM_001223	N.D.	11.2284
CASP1	NM_033293	N.D.	11.2284
CASP1	NM_033294	N.D.	11.2284
CASP10	NM_001230	3.45 	0.236238
CASP10	NM_032974	3.45 	0.236238
CASP10	NM_032977	3.45 	0.236238
CASP14	NM_012114	N.D.	0
CASP2	NM_032982	5.37 	4.63842
CASP2	NM_032983	5.37 	4.63842
CASP3	NM_032991	3.13 	12.9737
CASP3	NM_004346	3.13 	12.9737
CASP4	NM_033306	13.20 	33.9119
CASP4	NM_001225	13.20 	33.9119
CASP5	NM_004347	N.D.	0.859687
CASP6	NM_032992	6.13 	4.78404
CASP6	NM_001226	6.13 	4.78404
CASP7	NM_033339	3.57 	9.12354
CASP7	NM_033338	3.57 	9.12354
CASP7	NM_033340	3.57 	9.12354
CASP7	NM_001227	3.57 	9.12354
CASP8	NM_033358	3.13 	4.70786
CASP8	NM_033355	3.13 	4.70786
CASP8	NM_001228	3.13 	4.70786
CASP8	NM_033356	3.13 	4.70786
CASP8AP2	NM_012115	2.67 	1.23524
CASP9	NM_032996	6.00 	4.93629
CASP9	NM_001229	6.00 	4.93629
CASQ1	NM_001231	N.D.	0
CASQ2	NM_001232	N.D.	0
CASR	NM_000388	N.D.	0
CASS4	NM_020356	N.D.	0.0669347
CAST	NM_001042440	16.00 	49.6416
CAST	NM_173060	16.00 	49.6416
CASZ1	NM_017766	3.77 	0.168799
CAT	NM_001752	17.67 	31.8184
CATSPER1	NM_053054	N.D.	0.136961
CATSPER2	NM_054020	N.D.	0.218856
CATSPER2	NM_172097	N.D.	0.218856
CATSPER2	NM_172095	N.D.	0.218856
CATSPER3	NM_178019	2.33 	0.201997
CATSPER4	NM_198137	N.D.	0
CATSPERB	NM_024764	N.D.	0
CATSPERD	NM_152784	N.D.	0.0129566
CATSPERG	NM_021185	N.D.	0.0531782
CAV1	NM_001753	11.20 	293.412
CAV2	NM_198212	7.27 	39.2239
CAV2	NM_001233	7.27 	39.2239
CAV3	NM_001234	2.20 	0.0629865
CAV3	NM_033337	2.20 	0.0629865
CBFA2T2	NM_001039709	2.90 	2.8311
CBFA2T2	NM_001032999	2.90 	2.8311
CBFA2T2	NM_005093	2.90 	2.8311
CBFA2T3	NM_175931	N.D.	0.00998619
CBFA2T3	NM_005187	N.D.	0.00998619
CBFB	NM_001755	8.14 	10.8063
CBFB	NM_022845	8.14 	10.8063
CBL	NM_005188	6.10 	2.17202
CBLB	NM_170662	2.78 	5.39043
CBLC	NM_012116	N.D.	0
CBLL1	NM_024814	2.78 	4.80355
CBLN1	NM_004352	N.D.	0
CBLN2	NM_182511	N.D.	0
CBLN3	NM_001039771	N.D.	4.44271
CBLN4	NM_080617	N.D.	0
CBR1	NM_001757	6.31 	62.2822
CBR3	NM_001236	4.00 	8.50931
CBR4	NM_032783	5.20 	3.06921
CBS	NM_000071	3.51 	56.1097
CBWD1	NM_018491	N.D.	3.66501
CBWD2	NM_172003	13.09 	3.50337
CBWD5	NM_001024916	3.08 	5.08697
CBX1	NM_006807	6.18 	21.5908
CBX2	NM_032647	2.60 	0.659963
CBX2	NM_005189	2.60 	0.659963
CBX3	NM_007276	3.77 	36.0086
CBX3	NM_016587	3.77 	36.0086
CBX4	NM_003655	2.22 	13.7234
CBX5	NM_012117	8.64 	7.14016
CBX6	NM_014292	4.73 	43.9863
CBX7	NM_175709	2.50 	6.5121
CBX8	NM_020649	2.17 	3.85901
CBY1	NM_015373	5.14 	19.7818
CBY1	NM_001002880	5.14 	19.7818
CC2D1A	NM_017721	3.77 	10.9697
CC2D1B	NM_032449	3.70 	7.02628
CC2D2B	NM_001001732	N.D.	0
CCAR1	NM_018237	7.43 	14.8492
CCBE1	NM_133459	N.D.	1.77381
CCBL1	NM_004059	2.90 	1.88325
CCBL2	NM_001008662	2.47 	13.8617
CCBL2	NM_001008661	2.47 	13.8617
CCBP2	NM_001296	N.D.	0.051974
CCDC101	NM_138414	3.39 	5.96142
CCDC102A	NM_033212	3.13 	7.95084
CCDC102B	NM_024781	N.D.	0.786525
CCDC103	NM_213607	4.00 	0.612237
CCDC104	NM_080667	10.78 	19.4434
CCDC105	NM_173482	N.D.	0
CCDC106	NM_013301	9.23 	10.9348
CCDC107	NM_174923	3.77 	19.8391
CCDC108	NM_194302	N.D.	0
CCDC108	NM_152389	N.D.	0
CCDC109B	NM_017918	11.44 	8.31858
CCDC11	NM_145020	N.D.	0.186688
CCDC110	NM_152775	N.D.	0
CCDC111	NM_152683	N.D.	3.90493
CCDC112	NM_001040440	2.67 	1.92023
CCDC112	NM_152549	2.67 	1.92023
CCDC113	NM_014157	9.26 	1.16088
CCDC114	NM_144577	N.D.	0.0595326
CCDC115	NM_032357	8.97 	14.8369
CCDC116	NM_152612	N.D.	0.0584025
CCDC117	NM_173510	2.78 	5.71369
CCDC12	NM_144716	2.50 	27.5961
CCDC120	NM_033626	N.D.	0.948785
CCDC121	NM_024584	N.D.	0.479285
CCDC122	NM_144974	N.D.	2.57888
CCDC124	NM_138442	14.40 	59.0694
CCDC125	NM_176816	5.14 	1.75157
CCDC126	NM_138771	2.50 	3.20997
CCDC127	NM_145265	2.33 	13.03
CCDC129	NM_194300	N.D.	0
CCDC13	NM_144719	N.D.	0.110969
CCDC130	NM_030818	2.74 	11.9672
CCDC132	NM_017667	3.13 	3.38228
CCDC132	NM_024553	3.13 	3.38228
CCDC134	NM_024821	3.51 	1.20761
CCDC135	NM_032269	N.D.	0
CCDC136	NM_022742	N.D.	0.72559
CCDC138	NM_144978	2.70 	0.205845
CCDC14	NM_022757	2.86 	8.97337
CCDC140	NM_153038	N.D.	0.276219
CCDC141	NM_173648	N.D.	0.0029665
CCDC142	NM_032779	2.60 	1.85659
CCDC144NL	NM_001004306	N.D.	0
CCDC146	NM_020879	N.D.	0.382599
CCDC147	NM_001008723	N.D.	0.151812
CCDC148	NM_138803	N.D.	0.675064
CCDC149	NM_173463	N.D.	5.06037
CCDC15	NM_025004	N.D.	0.128991
CCDC151	NM_145045	N.D.	0.111077
CCDC157	NM_001017437	N.D.	0.314942
CCDC158	NM_001042784	N.D.	0.0138203
CCDC164	NM_145038	N.D.	0.0129195
CCDC167	NM_138493	2.50 	21.0737
CCDC170	NM_025059	N.D.	0.322745
CCDC171	NM_173550	N.D.	0.37246
CCDC172	NM_198515	N.D.	0.0168354
CCDC174	NM_016474	2.11 	5.95307
CCDC176	NM_025057	>24	1.20216
CCDC178	NM_198995	N.D.	0
CCDC18	NM_206886	3.03 	0.464445
CCDC19	NM_012337	N.D.	0.197854
CCDC22	NM_014008	10.13 	6.28777
CCDC23	NM_199342	8.00 	10.2323
CCDC24	NM_152499	3.51 	1.30702
CCDC25	NM_018246	7.20 	8.88408
CCDC27	NM_152492	N.D.	0
CCDC28A	NM_015439	8.89 	8.14223
CCDC28B	NM_024296	6.80 	5.86352
CCDC3	NM_031455	13.37 	0
CCDC34	NM_080654	10.91 	3.17946
CCDC34	NM_030771	10.91 	3.17946
CCDC36	NM_178173	N.D.	0.330532
CCDC37	NM_182628	N.D.	0
CCDC38	NM_182496	N.D.	0
CCDC41	NM_001042399	2.99 	1.48457
CCDC41	NM_016122	2.99 	1.48457
CCDC42	NM_144681	N.D.	0
CCDC43	NM_144609	5.87 	9.78608
CCDC47	NM_020198	9.64 	22.368
CCDC50	NM_178335	8.19 	7.93842
CCDC50	NM_174908	8.19 	7.93842
CCDC51	NM_024661	3.23 	5.79256
CCDC53	NM_016053	3.33 	22.3516
CCDC54	NM_032600	N.D.	0.225645
CCDC57	NM_198082	2.78 	2.09422
CCDC58	NM_001017928	5.00 	5.35331
CCDC59	NM_014167	3.08 	6.34038
CCDC6	NM_005436	8.87 	7.63619
CCDC60	NM_178499	N.D.	0
CCDC62	NM_201435	N.D.	0.0158694
CCDC63	NM_152591	N.D.	0
CCDC64	NM_207311	3.39 	0.0781045
CCDC65	NM_033124	2.82 	0.211406
CCDC66	NM_001012506	2.60 	2.96389
CCDC67	NM_181645	N.D.	0.00912372
CCDC68	NM_025214	N.D.	0.114549
CCDC69	NM_015621	N.D.	1.25434
CCDC7	NM_001026383	9.08 	0.20006
CCDC7	NM_145023	9.08 	0.20006
CCDC70	NM_031290	N.D.	0
CCDC71	NM_022903	2.35 	11.076
CCDC71L	NM_175884	N.D.	14.6378
CCDC73	NM_001008391	N.D.	0.165019
CCDC74A	NM_138770	N.D.	4.61834
CCDC74B	NM_207310	N.D.	1.10149
CCDC77	NM_032358	2.67 	1.70586
CCDC78	NM_001031737	2.56 	0.94833
CCDC8	NM_032040	N.D.	7.80867
CCDC80	NM_199512	16.32 	112.432
CCDC80	NM_199511	16.32 	112.432
CCDC81	NM_021827	N.D.	0.735502
CCDC82	NM_024725	2.67 	5.69854
CCDC83	NM_173556	N.D.	0
CCDC84	NM_198489	2.47 	3.04466
CCDC85B	NM_006848	9.00 	79.2222
CCDC86	NM_024098	7.29 	9.7384
CCDC87	NM_018219	N.D.	0.109859
CCDC88A	NM_018084	5.60 	2.9442
CCDC88B	NM_032251	3.28 	0.164192
CCDC89	NM_152723	N.D.	0.325863
CCDC9	NM_015603	3.45 	9.49001
CCDC90A	NM_001031713	9.64 	5.5248
CCDC90B	NM_021825	3.45 	14.8288
CCDC91	NM_018318	2.63 	9.4783
CCDC92	NM_025140	3.57 	30.3951
CCDC93	NM_019044	2.60 	5.80542
CCDC94	NM_018074	4.30 	6.8576
CCDC96	NM_153376	N.D.	1.16223
CCDC97	NM_052848	3.70 	6.7727
CCER1	NM_152638	N.D.	0
CCIN	NM_005893	N.D.	0.383738
CCK	NM_000729	N.D.	0
CCKAR	NM_000730	N.D.	0.0269365
CCKBR	NM_176875	N.D.	0
CCL1	NM_002981	N.D.	0
CCL11	NM_002986	N.D.	0.086036
